mouse_genes	HGNC.symbol
Ndufv1	NDUFV1
Ndufv2	NDUFV2
Ndufv3	NDUFV3
Neb	NEB
Necab3	NECAB3
Necap1	NECAP1
Necap2	NECAP2
Nectin1	NECTIN1
Nectin2	NECTIN2
Nectin4	NECTIN4
Nedd1	NEDD1
Nedd4	NEDD4
Nedd4l	NEDD4L
Nedd8	NEDD8
Nedd9	NEDD9
Nefh	NEFH
Neil1	NEIL1
Neil2	NEIL2
Neil3	NEIL3
Nek1	NEK1
Nek2	NEK2
Nek3	NEK3
Nek4	NEK4
Nek6	NEK6
Nek7	NEK7
Nek9	NEK9
Nelfa	NELFA
Nelfb	NELFB
Nelfcd	NELFCD
Nelfe	NELFE
Nemf	NEMF
Nemp1	NEMP1
Nemp2	NEMP2
Nenf	NENF
Nepro	NEPRO
Nes	NES
Net1	NET1
Neto2	NETO2
Neu1	NEU1
Neu3	NEU3
Neurl1a	NEURL1
Neurl1b	NEURL1B
Neurl2	NEURL2
Neurl3	NEURL3
Neurl4	NEURL4
Nexn	NEXN
Nf1	NF1
Nf2	NF2
Nfam1	NFAM1
Nfat5	NFAT5
Nfatc1	NFATC1
Nfatc2	NFATC2
Nfatc2ip	NFATC2IP
Nfatc3	NFATC3
Nfe2	NFE2
Nfe2l1	NFE2L1
Nfe2l2	NFE2L2
Nfia	NFIA
Nfic	NFIC
Nfil3	NFIL3
Nfix	NFIX
Nfkb1	NFKB1
Nfkb2	NFKB2
Nfkbia	NFKBIA
Nfkbib	NFKBIB
Nfkbid	NFKBID
Nfkbie	NFKBIE
Nfkbil1	NFKBIL1
Nfkbiz	NFKBIZ
Nfrkb	NFRKB
Nfs1	NFS1
Nfu1	NFU1
Nfx1	NFX1
Nfxl1	NFXL1
Nfya	NFYA
Nfyb	NFYB
Nfyc	NFYC
Ngdn	NGDN
Ngly1	NGLY1
Ngrn	NGRN
Nhej1	NHEJ1
Nhlrc1	NHLRC1
Nhlrc2	NHLRC2
Nhlrc3	NHLRC3
Nhp2	NHP2
Nhsl1	NHSL1
Nhsl2	NHSL2
Nicn1	NICN1
Nid1	NID1
Nid2	NID2
Nif3l1	NIF3L1
Nifk	NIFK
Nim1k	NIM1K
Nin	NIN
Ninj1	NINJ1
Ninl	NINL
Nip7	NIP7
Nipa1	NIPA1
Nipa2	NIPA2
Nipal1	NIPAL1
Nipal3	NIPAL3
Nipbl	NIPBL
Nipsnap1	NIPSNAP1
Nipsnap3b	NIPSNAP3A
Nisch	NISCH
Nit1	NIT1
Nit2	NIT2
Nkap	NKAP
Nkapl	NKAPL
Nkg7	NKG7
Nkiras1	NKIRAS1
Nkiras2	NKIRAS2
Nkpd1	NKPD1
Nkrf	NKRF
Nktr	NKTR
Nkx1-2	NKX1-2
Nkx2-3	NKX2-3
Nle1	NLE1
Nlgn2	NLGN2
Nlk	NLK
Nln	NLN
Nlrc3	NLRC3
Nlrc4	NLRC4
Nlrc5	NLRC5
Nlrp10	NLRP10
Nlrp12	NLRP12
Nlrp1a	NLRP1
Nlrp1b	NLRP1
Nlrp3	NLRP3
Nlrp4b	NLRP4
Nlrp6	NLRP6
Nlrx1	NLRX1
Nmb	NMB
Nmd3	NMD3
Nme1	NME1
Nme2	NME2
Nme3	NME3
Nme4	NME4
Nme6	NME6
Nme7	NME7
Nmi	NMI
Nmnat1	NMNAT1
Nmnat3	NMNAT3
Nmral1	NMRAL1
Nmrk1	NMRK1
Nmt1	NMT1
Nmt2	NMT2
Nnt	NNT
Noa1	NOA1
Nob1	NOB1
Noc2l	NOC2L
Noc3l	NOC3L
Noc4l	NOC4L
Noct	NOCT
Nod1	NOD1
Nod2	NOD2
Nol10	NOL10
Nol11	NOL11
Nol12	NOL12
Nol4l	NOL4L
Nol6	NOL6
Nol7	NOL7
Nol8	NOL8
Nol9	NOL9
Nolc1	NOLC1
Nom1	NOM1
Nomo1	NOMO3
Nomo1	NOMO1
Nomo1	NOMO2
Nono	NONO
Nop10	NOP10
Nop14	NOP14
Nop56	NOP56
Nop58	NOP58
Nop9	NOP9
Nos1	NOS1
Nos1ap	NOS1AP
Nos3	NOS3
Nosip	NOSIP
Nostrin	NOSTRIN
Notch1	NOTCH1
Notch2	NOTCH2
Noxa1	NOXA1
Noxo1	NOXO1
Noxred1	NOXRED1
Npat	NPAT
Npc1	NPC1
Npc2	NPC2
Npdc1	NPDC1
Npepl1	NPEPL1
Npepps	NPEPPS
Nphp1	NPHP1
Nphp3	NPHP3-ACAD11
Nphp4	NPHP4
Nphs1	NPHS1
Npl	NPL
Nploc4	NPLOC4
Npm3	NPM3
Npr1	NPR1
Npr2	NPR2
Nprl2	NPRL2
Nprl3	NPRL3
Nptn	NPTN
Nptxr	NPTXR
Npw	NPW
Nqo1	NQO1
Nqo2	NQO2
Nr0b2	NR0B2
Nr1d1	NR1D1
Nr1d2	NR1D2
Nr1h3	NR1H3
Nr1i3	NR1I3
Nr2c1	NR2C1
Nr2c2	NR2C2
Nr2c2ap	NR2C2AP
Nr2f6	NR2F6
Nr3c1	NR3C1
Nr3c2	NR3C2
Nr4a1	NR4A1
Nr4a2	NR4A2
Nr4a3	NR4A3
Nr6a1	NR6A1
Nradd	TNFRSF10C
Nrap	NRAP
Nrarp	NRARP
Nras	NRAS
Nrbf2	NRBF2
Nrbp1	NRBP1
Nrbp2	NRBP2
Nrd1	NRDC
Nrde2	NRDE2
Nrf1	NRF1
Nrg1	NRG1
Nrg2	NRG2
Nrg4	NRG4
Nrgn	NRGN
Nrip1	NRIP1
Nrk	NRK
Nrm	NRM
Nrp1	NRP1
Nrp2	NRP2
Nrros	NRROS
Nrtn	NRTN
Nrxn1	NRXN1
Nrxn2	NRXN2
Nsa2	NSA2
Nsd1	NSD1
Nsd2	NSD2
Nsd3	NSD3
Nsdhl	NSDHL
Nsf	NSF
Nsfl1c	NSFL1C
Nsg1	NSG1
Nsg2	NSG2
Nsl1	NSL1
Nsmaf	NSMAF
Nsmce1	NSMCE1
Nsmce2	NSMCE2
Nsmce3	NSMCE3
Nsmce4a	NSMCE4A
Nsmf	NSMF
Nsrp1	NSRP1
Nsun2	NSUN2
Nsun3	NSUN3
Nsun4	NSUN4
Nsun5	NSUN5
Nsun6	NSUN6
Nsun7	NSUN7
Nt5c	NT5C
Nt5c2	NT5C2
Nt5c3	NT5C3A
Nt5c3b	NT5C3B
Nt5dc1	NT5DC1
Nt5dc2	NT5DC2
Nt5dc3	NT5DC3
Nt5e	NT5E
Nt5m	NT5M
Ntan1	NTAN1
Nthl1	NTHL1
Ntmt1	NTMT1
Ntn4	NTN4
Ntng2	NTNG2
Ntpcr	NTPCR
Ntrk3	NTRK3
Nuak1	NUAK1
Nuak2	NUAK2
Nub1	NUB1
Nubp1	NUBP1
Nubp2	NUBP2
Nubpl	NUBPL
Nucb1	NUCB1
Nucb2	NUCB2
Nucks1	NUCKS1
Nudc	NUDC
Nudcd1	NUDCD1
Nudcd2	NUDCD2
Nudcd3	NUDCD3
Nudt1	NUDT1
Nudt11	NUDT11
Nudt12	NUDT12
Nudt13	NUDT13
Nudt14	NUDT14
Nudt15	NUDT15
Nudt16	NUDT16
Nudt16l1	NUDT16L1
Nudt17	NUDT17
Nudt18	NUDT18
Nudt19	NUDT19
Nudt2	NUDT2
Nudt21	NUDT21
Nudt22	NUDT22
Nudt3	NUDT3
Nudt4	NUDT4
Nudt4	NUDT4B
Nudt5	NUDT5
Nudt6	NUDT6
Nudt9	NUDT9
Nuf2	NUF2
Nufip1	NUFIP1
Nufip2	NUFIP2
Numa1	NUMA1
Numbl	NUMBL
Nup107	NUP107
Nup133	NUP133
Nup153	NUP153
Nup155	NUP155
Nup160	NUP160
Nup188	NUP188
Nup205	NUP205
Nup210	NUP210
Nup214	NUP214
Nup35	NUP35
Nup37	NUP37
Nup43	NUP43
Nup50	NUP50
Nup54	NUP54
Nup62	NUP62
Nup85	NUP85
Nup88	NUP88
Nup93	NUP93
Nup98	NUP98
Nupl1	NUP58
Nupl2	NUPL2
Nupr1	NUPR1
Nupr1l	NUPR2
Nus1	NUS1
Nusap1	NUSAP1
Nutf2	NUTF2
Nutf2-ps1	NUTF2
Nvl	NVL
Nwd1	NWD1
Nxf1	NXF1
Nxf2	NXF2B
Nxf2	NXF5
Nxf2	NXF2
Nxn	NXN
Nxnl2	NXNL2
Nxpe2	NXPE2
Nxpe3	NXPE3
Nxpe4	NXPE4
Nxph1	NXPH1
Nxt1	NXT1
Nxt2	NXT2
Nynrin	NYNRIN
Oaf	OAF
Oard1	OARD1
Oas2	OAS2
Oas3	OAS3
Oasl1	OASL
Oat	OAT
Oaz1	OAZ1
Oaz2	OAZ2
Obscn	OBSCN
Obsl1	OBSL1
Ocel1	OCEL1
Ociad1	OCIAD1
Ociad2	OCIAD2
Ocln	OCLN
Ocrl	OCRL
Odc1	ODC1
Odf2	ODF2
Odf2l	ODF2L
Odf3b	ODF3B
Ofd1	OFD1
Ogdh	OGDH
Ogfod1	OGFOD1
Ogfod2	OGFOD2
Ogfod3	OGFOD3
Ogfr	OGFR
Ogfrl1	OGFRL1
Ogg1	OGG1
Ogt	OGT
Oip5	OIP5
Ola1	OLA1
Olfm1	OLFM1
Olfm4	OLFM4
Olfml2b	OLFML2B
Olfml3	OLFML3
Olfr414	OR6Y1
Olfr658	OR52N4
Olr1	OLR1
Oma1	OMA1
Oosp1	OOSP1
Oosp2	OOSP2
Opa1	OPA1
Opa3	OPA3
Ophn1	OPHN1
Oplah	OPLAH
Opn3	OPN3
Optn	OPTN
Orai1	ORAI1
Orai2	ORAI2
Orai3	ORAI3
Orc1	ORC1
Orc2	ORC2
Orc3	ORC3
Orc4	ORC4
Orc5	ORC5
Orc6	ORC6
Orm1	ORM1
Orm1	ORM2
Ormdl1	ORMDL1
Ormdl2	ORMDL2
Ormdl3	ORMDL3
Os9	OS9
Osbp	OSBP
Osbpl10	OSBPL10
Osbpl11	OSBPL11
Osbpl1a	OSBPL1A
Osbpl2	OSBPL2
Osbpl3	OSBPL3
Osbpl5	OSBPL5
Osbpl8	OSBPL8
Osbpl9	OSBPL9
Oscp1	OSCP1
Oser1	OSER1
Osgep	OSGEP
Osgepl1	OSGEPL1
Osgin1	OSGIN1
Osgin2	OSGIN2
Osm	OSM
Ost4	OST4
Ostc	OSTC
Ostf1	OSTF1
Ostm1	OSTM1
Otogl	OTOGL
Otos	OTOS
Otub1	OTUB1
Otub2	OTUB2
Otud1	OTUD1
Otud3	OTUD3
Otud4	OTUD4
Otud5	OTUD5
Otud6b	OTUD6B
Otud7b	OTUD7B
Otulin	OTULIN
Ovca2	OVCA2
Ovgp1	OVGP1
Oxa1l	OXA1L
Oxct1	OXCT1
Oxld1	OXLD1
Oxnad1	OXNAD1
Oxr1	OXR1
Oxsm	OXSM
Oxsr1	OXSR1
P2rx1	P2RX1
P2rx3	P2RX3
P2rx4	P2RX4
P2rx7	P2RX7
P2ry1	P2RY1
P2ry10	P2RY10
P2ry12	P2RY12
P2ry13	P2RY13
P2ry14	P2RY14
P2ry2	P2RY2
P2ry6	P2RY6
P3h1	P3H1
P3h2	P3H2
P3h3	P3H3
P3h4	P3H4
P4ha1	P4HA1
P4ha2	P4HA2
P4hb	P4HB
P4htm	P4HTM
Pa2g4	PA2G4
Pabpc1l	PABPC1L
Pabpc4	PABPC4
Pabpc4l	PABPC4L
Pabpn1	PABPN1
Pacs1	PACS1
Pacs2	PACS2
Pacsin1	PACSIN1
Pacsin2	PACSIN2
Padi1	PADI1
Padi2	PADI2
Padi3	PADI3
Padi4	PADI4
Paf1	PAF1
Pafah1b1	PAFAH1B1
Pafah1b2	PAFAH1B2
Pafah1b3	PAFAH1B3
Pafah2	PAFAH2
Pag1	PAG1
Pagr1a	PAGR1
Paics	PAICS
Paip1	PAIP1
Paip2	PAIP2
Paip2b	PAIP2B
Pak1	PAK1
Pak1ip1	PAK1IP1
Pak2	PAK2
Pak4	PAK4
Pak6	PAK6
Palb2	PALB2
Palld	PALLD
Palm	PALM
Pam	PAM
Pam16	PAM16
Pan2	PAN2
Pan3	PAN3
Pank1	PANK1
Pank2	PANK2
Pank3	PANK3
Pank4	PANK4
Panx1	PANX1
Paox	PAOX
Papola	PAPOLA
Papolg	PAPOLG
Papss1	PAPSS1
Papss2	PAPSS2
Paqr3	PAQR3
Paqr4	PAQR4
Paqr5	PAQR5
Paqr7	PAQR7
Paqr8	PAQR8
Paqr9	PAQR9
Pard3b	PARD3B
Pard6a	PARD6A
Pard6b	PARD6B
Pard6g	PARD6G
Parg	PARG
Park7	PARK7
Parl	PARL
Parm1	PARM1
Parn	PARN
Parp1	PARP1
Parp10	PARP10
Parp11	PARP11
Parp12	PARP12
Parp14	PARP14
Parp16	PARP16
Parp2	PARP2
Parp3	PARP3
Parp4	PARP4
Parp6	PARP6
Parp8	PARP8
Parp9	PARP9
Parpbp	PARPBP
Pars2	PARS2
Parvb	PARVB
Parvg	PARVG
Pask	PASK
Pate2	PATE2
Patj	PATJ
Patl1	PATL1
Patl2	PATL2
Patz1	PATZ1
Pawr	PAWR
Pax5	PAX5
Pax8	PAX8
Paxbp1	PAXBP1
Paxip1	PAXIP1
Pbdc1	PBDC1
Pbk	PBK
Pbld2	PBLD
Pbrm1	PBRM1
Pbx1	PBX1
Pbx2	PBX2
Pbx3	PBX3
Pbx4	PBX4
Pbxip1	PBXIP1
Pcbd1	PCBD1
Pcbd2	PCBD2
Pcbp1	PCBP1
Pcbp2	PCBP2
Pcbp3	PCBP3
Pcbp4	PCBP4
Pcca	PCCA
Pccb	PCCB
Pcdh7	PCDH7
Pcdhb16	PCDHB13
Pcdhb5	PCDHB4
Pcdhga10	PCDHGA10
Pcdhga11	PCDHGA11
Pcdhga12	PCDHGA12
Pcdhga5	PCDHGA5
Pcdhga7	PCDHGA7
Pcdhga9	PCDHGA9
Pcdhgb4	PCDHGB4
Pcdhgb5	PCDHGB5
Pcdhgb6	PCDHGB6
Pcdhgc5	PCDHGC5
Pced1a	PCED1A
Pced1b	PCED1B
Pcf11	PCF11
Pcgf1	PCGF1
Pcgf2	PCGF2
Pcgf3	PCGF3
Pcgf5	PCGF5
Pcgf6	PCGF6
Pcid2	PCID2
Pcif1	PCIF1
Pck2	PCK2
Pclaf	PCLAF
Pclo	PCLO
Pcm1	PCM1
Pcmt1	PCMT1
Pcmtd1	PCMTD1
Pcmtd2	PCMTD2
Pcna	PCNA
Pcnp	PCNP
Pcnt	PCNT
Pcnx	PCNX1
Pcnx3	PCNX3
Pcnx4	PCNX4
Pcp4	PCP4
Pcp4l1	PCP4L1
Pcsk4	PCSK4
Pcsk7	PCSK7
Pctp	PCTP
Pcx	PC
Pcyox1	PCYOX1
Pcyox1l	PCYOX1L
Pcyt1a	PCYT1A
Pcyt1b	PCYT1B
Pcyt2	PCYT2
Pdap1	PDAP1
Pdcd1	PDCD1
Pdcd10	PDCD10
Pdcd11	PDCD11
Pdcd1lg2	PDCD1LG2
Pdcd2	PDCD2
Pdcd2l	PDCD2L
Pdcd4	PDCD4
Pdcd5	PDCD5
Pdcd6	PDCD6
Pdcd7	PDCD7
Pdcl	PDCL
Pdcl3	PDCL3
Pde10a	PDE10A
Pde12	PDE12
Pde1b	PDE1B
Pde1c	PDE1C
Pde2a	PDE2A
Pde3b	PDE3B
Pde4a	PDE4A
Pde4b	PDE4B
Pde4d	PDE4D
Pde4dip	PDE4DIP
Pde5a	PDE5A
Pde6a	PDE6A
Pde6d	PDE6D
Pde7a	PDE7A
Pde7b	PDE7B
Pde8a	PDE8A
Pde8b	PDE8B
Pde9a	PDE9A
Pdf	PDF
Pdgfa	PDGFA
Pdgfb	PDGFB
Pdgfc	PDGFC
Pdgfd	PDGFD
Pdgfrb	PDGFRB
Pdha1	PDHA1
Pdhb	PDHB
Pdhx	PDHX
Pdia2	PDIA2
Pdia3	PDIA3
Pdia4	PDIA4
Pdia5	PDIA5
Pdia6	PDIA6
Pdik1l	PDIK1L
Pdk1	PDK1
Pdk2	PDK2
Pdk3	PDK3
Pdlim1	PDLIM1
Pdlim2	PDLIM2
Pdlim4	PDLIM4
Pdlim5	PDLIM5
Pdlim7	PDLIM7
Pdp1	PDP1
Pdp2	PDP2
Pdpk1	PDPK1
Pdpr	PDPR
Pdrg1	PDRG1
Pds5a	PDS5A
Pds5b	PDS5B
Pdss1	PDSS1
Pdss2	PDSS2
Pdxdc1	PDXDC1
Pdxk	PDXK
Pdzd11	PDZD11
Pdzd2	PDZD2
Pdzd4	PDZD4
Pdzd8	PDZD8
Pdzd9	PDZD9
Pdzk1	PDZK1
Pdzk1ip1	PDZK1IP1
Pea15a	PEA15
Peak1	PEAK1
Pear1	PEAR1
Pecam1	PECAM1
Pecr	PECR
Pef1	PEF1
Peg10	PEG10
Peg12	FRAT1
Peli1	PELI1
Peli2	PELI2
Pelo	PELO
Pelp1	PELP1
Pemt	PEMT
Penk	PENK
Pepd	PEPD
Per2	PER2
Per3	PER3
Perp	PERP
Pes1	PES1
Pet100	PET100
Pex1	PEX1
Pex10	PEX10
Pex11a	PEX11A
Pex11b	PEX11B
Pex11g	PEX11G
Pex12	PEX12
Pex13	PEX13
Pex14	PEX14
Pex16	PEX16
Pex19	PEX19
Pex2	PEX2
Pex26	PEX26
Pex3	PEX3
Pex5	PEX5
Pex6	PEX6
Pex7	PEX7
Pfas	PFAS
Pfdn1	PFDN1
Pfdn2	PFDN2
Pfdn4	PFDN4
Pfdn5	PFDN5
Pfdn6	PFDN6
Pfkfb1	PFKFB1
Pfkfb2	PFKFB2
Pfkfb3	PFKFB3
Pfkfb4	PFKFB4
Pfkl	PFKL
Pfkm	PFKM
Pfkp	PFKP
Pfn1	PFN1
Pfn2	PFN2
Pfn4	PFN4
Pgam1	PGAM1
Pgam1	PGAM4
Pgam5	PGAM5
Pgap1	PGAP1
Pgap2	PGAP2
Pgap3	PGAP3
Pgbd1	PGBD1
Pgd	PGD
Pgghg	PGGHG
Pggt1b	PGGT1B
Pgk1	PGK1
Pglyrp1	PGLYRP1
Pglyrp2	PGLYRP2
Pgm1	PGM1
Pgm2	PGM2
Pgm2l1	PGM2L1
Pgm3	PGM3
Pgp	PGP
Pgpep1	PGPEP1
Pgr	PGR
Pgrmc1	PGRMC1
Pgrmc2	PGRMC2
Pgs1	PGS1
Phactr1	PHACTR1
Phactr2	PHACTR2
Phactr3	PHACTR3
Phactr4	PHACTR4
Phax	PHAX
Phb	PHB
Phb2	PHB2
Phc1	PHC1
Phc2	PHC2
Phc3	PHC3
Phf1	PHF1
Phf10	PHF10
Phf11a	PHF11
Phf11b	PHF11
Phf11c	PHF11
Phf11d	PHF11
Phf12	PHF12
Phf13	PHF13
Phf14	PHF14
Phf19	PHF19
Phf2	PHF2
Phf20	PHF20
Phf20l1	PHF20L1
Phf21a	PHF21A
Phf21b	PHF21B
Phf23	PHF23
Phf3	PHF3
Phf5a	PHF5A
Phf6	PHF6
Phf7	PHF7
Phf8	PHF8
Phgdh	PHGDH
Phip	PHIP
Phka1	PHKA1
Phka2	PHKA2
Phkb	PHKB
Phkg1	PHKG1
Phkg2	PHKG2
Phlda1	PHLDA1
Phlda2	PHLDA2
Phlda3	PHLDA3
Phldb1	PHLDB1
Phldb2	PHLDB2
Phldb3	PHLDB3
Phlpp1	PHLPP1
Phlpp2	PHLPP2
Phospho2	PHOSPHO2
Phpt1	PHPT1
Phrf1	PHRF1
Phtf1	PHTF1
Phtf2	PHTF2
Phyh	PHYH
Phyhip	PHYHIP
Phykpl	PHYKPL
Pi16	PI16
Pi4k2a	PI4K2A
Pi4k2b	PI4K2B
Pi4ka	PI4KA
Pi4kb	PI4KB
Pias1	PIAS1
Pias2	PIAS2
Pias3	PIAS3
Pias4	PIAS4
Pibf1	PIBF1
Picalm	PICALM
Pick1	PICK1
Pid1	PID1
Pidd1	PIDD1
Piezo1	PIEZO1
Pif1	PIF1
Pifo	PIFO
Piga	PIGA
Pigb	PIGB
Pigc	PIGC
Pigf	PIGF
Pigg	PIGG
Pigh	PIGH
Pigk	PIGK
Pigl	PIGL
Pigm	PIGM
Pign	PIGN
Pigo	PIGO
Pigp	PIGP
Pigq	PIGQ
Pigr	PIGR
Pigs	PIGS
Pigt	PIGT
Pigu	PIGU
Pigv	PIGV
Pigw	PIGW
Pigx	PIGX
Pigyl	PIGY
Pih1d1	PIH1D1
Pih1d2	PIH1D2
Pik3ap1	PIK3AP1
Pik3c2a	PIK3C2A
Pik3c2b	PIK3C2B
Pik3c3	PIK3C3
Pik3ca	PIK3CA
Pik3cb	PIK3CB
Pik3cd	PIK3CD
Pik3cg	PIK3CG
Pik3ip1	PIK3IP1
Pik3r1	PIK3R1
Pik3r2	PIK3R2
Pik3r3	PIK3R3
Pik3r4	PIK3R4
Pik3r5	PIK3R5
Pik3r6	PIK3R6
Pikfyve	PIKFYVE
Pim1	PIM1
Pim2	PIM2
Pim3	PIM3
Pin1	PIN1
Pin4	PIN4
Pink1	PINK1
Pinx1	PINX1
Pip4k2a	PIP4K2A
Pip4k2b	PIP4K2B
Pip4k2c	PIP4K2C
Pip5k1a	PIP5K1A
Pip5k1b	PIP5K1B
Pip5k1c	PIP5K1C
Pir	PIR
Pira2	LILRB5
Pira2	LILRA4
Pira2	LILRB4
Pira2	LILRB3
Pira2	LILRA5
Pira2	LILRA6
Pirb	LILRB4
Pirb	LILRB3
Pirb	LILRA4
Pirb	LILRB5
Pirb	LILRA6
Pirb	LILRA5
Pisd	PISD
Pithd1	PITHD1
Pitpna	PITPNA
Pitpnb	PITPNB
Pitpnm1	PITPNM1
Pitpnm2	PITPNM2
Pitrm1	PITRM1
Piwil2	PIWIL2
Pja1	PJA1
Pja2	PJA2
Pkd1	PKD1
Pkd1l2	PKD1L2
Pkd1l3	PKD1L3
Pkd2	PKD2
Pkd2l2	PKD2L2
Pkdcc	PKDCC
Pkhd1l1	PKHD1L1
Pkia	PKIA
Pkib	PKIB
Pkig	PKIG
Pklr	PKLR
Pkm	PKM
Pkmyt1	PKMYT1
Pkn1	PKN1
Pkn2	PKN2
Pkn3	PKN3
Pknox1	PKNOX1
Pknox2	PKNOX2
Pkp2	PKP2
Pkp3	PKP3
Pkp4	PKP4
Pla2g12a	PLA2G12A
Pla2g15	PLA2G15
Pla2g16	PLAAT3
Pla2g4a	PLA2G4A
Pla2g4c	PLA2G4C
Pla2g6	PLA2G6
Pla2g7	PLA2G7
Pla2r1	PLA2R1
Plaa	PLAA
Plac8	PLAC8
Plag1	PLAG1
Plagl2	PLAGL2
Platr17	SMIM40
Plau	PLAU
Plaur	PLAUR
Plb1	PLB1
Plbd1	PLBD1
Plbd2	PLBD2
Plcb1	PLCB1
Plcb2	PLCB2
Plcb3	PLCB3
Plcb4	PLCB4
Plcg1	PLCG1
Plcl1	PLCL1
Plcl2	PLCL2
Plcxd2	PLCXD2
Pld1	PLD1
Pld2	PLD2
Pld3	PLD3
Pld4	PLD4
Pld6	PLD6
Plec	PLEC
Plek	PLEK
Plek2	PLEK2
Plekha1	PLEKHA1
Plekha2	PLEKHA2
Plekha3	PLEKHA3
Plekha5	PLEKHA5
Plekha6	PLEKHA6
Plekha7	PLEKHA7
Plekha8	PLEKHA8
Plekhb2	PLEKHB2
Plekhf1	PLEKHF1
Plekhf2	PLEKHF2
Plekhg1	PLEKHG1
Plekhg2	PLEKHG2
Plekhg3	PLEKHG3
Plekhg5	PLEKHG5
Plekhj1	PLEKHJ1
Plekhm1	PLEKHM1
Plekhm2	PLEKHM2
Plekhm3	PLEKHM3
Plekhn1	KLHL17
Plekho1	PLEKHO1
Plekho2	PLEKHO2
Plgrkt	PLGRKT
Plin2	PLIN2
Plin3	PLIN3
Plin5	PLIN5
Plk1	PLK1
Plk2	PLK2
Plk3	PLK3
Plk4	PLK4
Pln	PLN
Plod1	PLOD1
Plod2	PLOD2
Plod3	PLOD3
Plp1	PLP1
Plp2	PLP2
Plpp1	PLPP1
Plpp2	PLPP2
Plpp3	PLPP3
Plpp5	PLPP5
Plpp6	PLPP6
Plpp7	PLPP7
Plppr3	PLPPR3
Plrg1	PLRG1
Pls1	PLS1
Pls3	PLS3
Plscr1	PLSCR1
Plscr2	PLSCR1
Plscr3	PLSCR3
Plscr4	PLSCR4
Pltp	PLTP
Plvap	PLVAP
Plxdc1	PLXDC1
Plxdc2	PLXDC2
Plxna1	PLXNA1
Plxna2	PLXNA2
Plxna3	PLXNA3
Plxna4	PLXNA4
Plxnb2	PLXNB2
Plxnc1	PLXNC1
Plxnd1	PLXND1
Pm20d2	PM20D2
Pmaip1	PMAIP1
Pmel	PMEL
Pmepa1	PMEPA1
Pmf1	PMF1
Pml	PML
Pmm1	PMM1
Pmm2	PMM2
Pmpca	PMPCA
Pmpcb	PMPCB
Pms1	PMS1
Pmvk	PMVK
Pnck	PNCK
Pnisr	PNISR
Pnkd	PNKD
Pnkp	PNKP
Pnn	PNN
Pno1	PNO1
Pnp	PNP
Pnp2	PNP
Pnpla1	PNPLA1
Pnpla2	PNPLA2
Pnpla6	PNPLA6
Pnpla7	PNPLA7
Pnpla8	PNPLA8
Pnpo	PNPO
Pnpt1	PNPT1
Pnrc1	PNRC1
Pnrc2	PNRC2
Poc1a	POC1A
Poc1b	POC1B
Poc5	POC5
Podnl1	PODNL1
Podxl	PODXL
Podxl2	PODXL2
Pofut1	POFUT1
Pofut2	POFUT2
Pogk	POGK
Poglut1	POGLUT1
Pogz	POGZ
Pola1	POLA1
Pola2	POLA2
Polb	POLB
Pold1	POLD1
Pold2	POLD2
Pold4	POLD4
Poldip2	POLDIP2
Poldip3	POLDIP3
Pole	POLE
Pole2	POLE2
Pole3	POLE3
Pole4	POLE4
Polg	POLG
Polg2	POLG2
Polh	POLH
Poli	POLI
Polk	POLK
Poll	POLL
Polm	POLM
Poln	POLN
Polq	POLQ
Polr1a	POLR1A
Polr1b	POLR1B
Polr1c	POLR1C
Polr1d	POLR1D
Polr1e	POLR1E
Polr2a	POLR2A
Polr2b	POLR2B
Polr2c	POLR2C
Polr2d	POLR2D
Polr2e	POLR2E
Polr2f	POLR2F
Polr2g	POLR2G
Polr2h	POLR2H
Polr2i	POLR2I
Polr2j	POLR2J
Polr2k	POLR2K
Polr2l	POLR2L
Polr2m	POLR2M
Polr3a	POLR3A
Polr3b	POLR3B
Polr3c	POLR3C
Polr3d	POLR3D
Polr3e	POLR3E
Polr3f	POLR3F
Polr3h	POLR3H
Polr3k	POLR3K
Polrmt	POLRMT
Pom121	POM121C
Pom121	POM121
Pomc	POMC
Pomgnt1	POMGNT1
Pomgnt2	POMGNT2
Pomk	POMK
Pomp	POMP
Pomt1	POMT1
Pomt2	POMT2
Pon2	PON2
Pon3	PON3
Pop1	POP1
Pop4	POP4
Pop5	POP5
Pop7	POP7
Popdc2	POPDC2
Por	POR
Porcn	PORCN
Pot1a	POT1
Pot1b	POT1
Pou2af1	POU2AF1
Pou2f1	POU2F1
Pou2f2	POU2F2
Pou5f1	POU5F1
Pou5f1	POU5F1B
Pou5f2	POU5F2
Ppa1	PPA1
Ppa2	PPA2
Ppan	PPAN-P2RY11
Ppan	PPAN
Ppard	PPARD
Pparg	PPARG
Ppargc1a	PPARGC1A
Ppargc1b	PPARGC1B
Ppat	PPAT
Ppbp	PPBP
Ppcdc	PPCDC
Ppcs	PPCS
Ppdpf	PPDPF
Ppfia1	PPFIA1
Ppfia3	PPFIA3
Ppfia4	PPFIA4
Ppfibp1	PPFIBP1
Ppfibp2	PPFIBP2
Pphln1	PPHLN1
Ppib	PPIB
Ppic	PPIC
Ppid	PPID
Ppie	PPIE
Ppif	PPIF
Ppig	PPIG
Ppih	PPIH
Ppil1	PPIL1
Ppil2	PPIL2
Ppil4	PPIL4
Ppip5k1	PPIP5K1
Ppip5k2	PPIP5K2
Ppm1a	PPM1A
